obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,country,longitude,latitude,tags
,Kaiju! Beer,micro,Superior Drive,,,Melbourne,,Victoria,3175,www.kaijubeer.com.au,03 9706 5924,Australia,,,
